Date,League,Season,HomeTeam,AwayTeam,HomeGoals,AwayGoals,Result,HomeCoach,AwayCoach,Bet365_1,Bet365_X,Bet365_2,Pinnacle_1,Pinnacle_X,Pinnacle_2,WilliamHill_1,WilliamHill_X,WilliamHill_2
19/12/2015,Premier League,2015-2016,Chelsea,Sunderland,3,1,1,Jose Mourinho,Sam Allardyce,1.33,5.25,12,1.32,5.69,11.8,1.3,5,11
19/12/2015,Premier League,2015-2016,Everton,Leicester,2,3,2,Roberto Martinez,Claudio Ranieri,2.1,3.75,3.6,2.07,3.8,3.65,2.1,3.3,3.5
19/12/2015,Premier League,2015-2016,Man United,Norwich,1,2,2,Louis van Gaal,Alex Neil,1.45,4.5,8.5,1.47,4.5,8.45,1.44,4.2,8
19/12/2015,Premier League,2015-2016,Newcastle,Aston Villa,1,1,X,Steve McClaren,Remi Garde,2.05,3.5,4,2.03,3.58,4.02,2,3.2,4
19/12/2015,Premier League,2015-2016,Southampton,Tottenham,0,2,2,Ronald Koeman,Mauricio Pochettino,2.7,3.4,2.8,2.66,3.44,2.83,2.7,3.1,2.7
19/12/2015,Premier League,2015-2016,Stoke,Crystal Palace,1,2,2,Mark Hughes,Alan Pardew,2.5,3.2,3.2,2.51,3.3,3.14,2.4,3.1,3.1
19/12/2015,Premier League,2015-2016,West Brom,Bournemouth,1,2,2,Tony Pulis,Eddie Howe,2.55,3.3,3,2.64,3.27,2.98,2.6,3.1,2.8
20/12/2015,Premier League,2015-2016,Swansea,West Ham,0,0,X,Alan Curtis,Slaven Bilic,2.1,3.4,3.9,2.1,3.46,3.92,2.15,3.25,3.5
20/12/2015,Premier League,2015-2016,Watford,Liverpool,3,0,1,Quique Sanchez Flores,Jurgen Klopp,4.2,3.6,1.95,4.14,3.55,2.01,4,3.2,2
21/12/2015,Premier League,2015-2016,Arsenal,Man City,2,1,1,Arsene Wenger,Manuel Pellegrini,2.45,3.5,3,2.38,3.58,3.12,2.4,3.1,3.1
26/12/2015,Premier League,2015-2016,Aston Villa,West Ham,1,1,X,Remi Garde,Slaven Bilic,2.63,3.25,2.75,2.66,3.29,2.94,2.7,3.1,2.7
26/12/2015,Premier League,2015-2016,Bournemouth,Crystal Palace,0,0,X,Eddie Howe,Alan Pardew,2.4,3.3,3,2.48,3.45,3.06,2.5,3.2,2.9
26/12/2015,Premier League,2015-2016,Chelsea,Watford,2,2,X,Guus Hiddink,Quique Sanchez Flores,1.44,4.5,7.5,1.52,4.52,7.14,1.44,4.2,8
26/12/2015,Premier League,2015-2016,Liverpool,Leicester,1,0,1,Jurgen Klopp,Claudio Ranieri,1.91,3.8,3.8,1.95,3.87,4,1.95,3.5,3.8
26/12/2015,Premier League,2015-2016,Man City,Sunderland,4,1,1,Manuel Pellegrini,Sam Allardyce,1.2,7,13,1.21,7.65,16,1.22,6,13
26/12/2015,Premier League,2015-2016,Newcastle,Everton,0,1,2,Steve McClaren,Roberto Martinez,3.2,3.5,2.2,3.37,3.58,2.25,3.25,3.3,2.25
26/12/2015,Premier League,2015-2016,Southampton,Arsenal,4,0,1,Ronald Koeman,Arsene Wenger,3.6,3.5,2.05,3.6,3.53,2.18,3.6,3.3,2.1
26/12/2015,Premier League,2015-2016,Stoke,Man United,2,0,1,Mark Hughes,Louis van Gaal,3.25,3.2,2.3,3.33,3.31,2.4,3.1,3.1,2.4
26/12/2015,Premier League,2015-2016,Swansea,West Brom,1,0,1,Alan Curtis,Tony Pulis,1.91,3.4,4.5,1.96,3.42,4.58,2.05,3.1,4
26/12/2015,Premier League,2015-2016,Tottenham,Norwich,3,0,1,Mauricio Pochettino,Alex Neil,1.4,4.75,8,1.46,4.77,8,1.44,4.2,8
28/12/2015,Premier League,2015-2016,Arsenal,Bournemouth,2,0,1,Arsene Wenger,Eddie Howe,1.44,4.75,8,1.45,4.86,8.07,1.36,4.8,8.5
28/12/2015,Premier League,2015-2016,Crystal Palace,Swansea,0,0,X,Alan Pardew,Alan Curtis,2.1,3.4,4,2.09,3.41,4.03,1.91,3.5,4
28/12/2015,Premier League,2015-2016,Everton,Stoke,3,4,2,Roberto Martinez,Mark Hughes,1.95,3.6,4.2,1.95,3.63,4.3,1.95,3.5,3.8
28/12/2015,Premier League,2015-2016,Man United,Chelsea,0,0,X,Louis van Gaal,Guus Hiddink,2.6,3.3,3,2.6,3.38,2.95,2.62,3.1,3
28/12/2015,Premier League,2015-2016,Norwich,Aston Villa,2,0,1,Alex Neil,Remi Garde,2.05,3.6,3.8,2.05,3.53,4.02,2.05,3.4,3.6
28/12/2015,Premier League,2015-2016,Watford,Tottenham,1,2,2,Quique Sanchez Flores,Mauricio Pochettino,3.75,3.5,2.1,3.92,3.55,2.07,3.5,3.25,2.15
28/12/2015,Premier League,2015-2016,West Brom,Newcastle,1,0,1,Tony Pulis,Steve McClaren,2.2,3.25,3.75,2.18,3.35,3.8,2.25,3.2,3.3
28/12/2015,Premier League,2015-2016,West Ham,Southampton,2,1,1,Slaven Bilic,Ronald Koeman,3.6,3.4,2.2,3.57,3.41,2.24,3.4,3.2,2.2
29/12/2015,Premier League,2015-2016,Leicester,Man City,0,0,X,Claudio Ranieri,Manuel Pellegrini,4.33,4,1.85,4.25,4.1,1.85,3.75,3.75,1.91
30/12/2015,Premier League,2015-2016,Sunderland,Liverpool,0,1,2,Sam Allardyce,Jurgen Klopp,5.5,3.9,1.7,5.51,3.91,1.71,4.75,3.6,1.75
02/01/2016,Premier League,2015-2016,Arsenal,Newcastle,1,0,1,Arsene Wenger,Steve McClaren,1.29,6.5,11,1.27,6.47,12.81,1.3,5,11
02/01/2016,Premier League,2015-2016,Leicester,Bournemouth,0,0,X,Claudio Ranieri,Eddie Howe,1.91,3.75,4.33,1.94,3.75,4.18,1.95,3.4,4
02/01/2016,Premier League,2015-2016,Man United,Swansea,2,1,1,Louis van Gaal,Alan Curtis,1.55,4.2,7,1.52,4.28,7.66,1.57,3.6,7
02/01/2016,Premier League,2015-2016,Norwich,Southampton,1,0,1,Alex Neil,Ronald Koeman,3.2,3.4,2.4,3.13,3.49,2.42,3.1,3.2,2.38
02/01/2016,Premier League,2015-2016,Sunderland,Aston Villa,3,1,1,Sam Allardyce,Remi Garde,2.5,3.25,3.2,2.49,3.34,3.14,2.4,3.1,3.1
02/01/2016,Premier League,2015-2016,Watford,Man City,1,2,2,Quique Sanchez Flores,Manuel Pellegrini,5,4,1.75,5.14,4.11,1.72,5,3.6,1.73
02/01/2016,Premier League,2015-2016,West Brom,Stoke,2,1,1,Tony Pulis,Mark Hughes,2.8,3.2,2.8,2.81,3.2,2.84,2.8,3.1,2.62
02/01/2016,Premier League,2015-2016,West Ham,Liverpool,2,0,1,Slaven Bilic,Jurgen Klopp,4,3.5,2.05,3.97,3.62,2.03,3.8,3.4,2
03/01/2016,Premier League,2015-2016,Crystal Palace,Chelsea,0,3,2,Alan Pardew,Guus Hiddink,3.8,3.5,2.1,3.98,3.49,2.07,3.75,3.2,2.1
03/01/2016,Premier League,2015-2016,Everton,Tottenham,1,1,X,Roberto Martinez,Mauricio Pochettino,2.8,3.5,2.63,2.78,3.59,2.62,2.7,3.1,2.7
12/01/2016,Premier League,2015-2016,Aston Villa,Crystal Palace,1,0,1,Remi Garde,Alan Pardew,3.2,3.25,2.45,3.2,3.25,2.5,3.1,3,2.5
12/01/2016,Premier League,2015-2016,Bournemouth,West Ham,1,3,2,Eddie Howe,Slaven Bilic,2,3.6,4,2.01,3.65,4.02,2,3.4,3.8
12/01/2016,Premier League,2015-2016,Newcastle,Man United,3,3,X,Steve McClaren,Louis van Gaal,5,3.7,1.8,5.05,3.8,1.79,5,3.3,1.8
13/01/2016,Premier League,2015-2016,Chelsea,West Brom,2,2,X,Guus Hiddink,Tony Pulis,1.44,4.5,9,1.46,4.58,8.54,1.44,4.2,8
13/01/2016,Premier League,2015-2016,Liverpool,Arsenal,3,3,X,Jurgen Klopp,Arsene Wenger,2.88,3.4,2.6,2.84,3.58,2.57,2.9,3.2,2.5
13/01/2016,Premier League,2015-2016,Man City,Everton,0,0,X,Manuel Pellegrini,Roberto Martinez,1.53,4.75,6,1.52,4.88,6.44,1.53,4,6.5
13/01/2016,Premier League,2015-2016,Southampton,Watford,2,0,1,Ronald Koeman,Quique Sanchez Flores,1.95,3.5,4.33,2,3.51,4.25,2,3.2,4
13/01/2016,Premier League,2015-2016,Stoke,Norwich,3,1,1,Mark Hughes,Alex Neil,2.05,3.3,4.2,2.01,3.44,4.31,2.05,3.1,4
13/01/2016,Premier League,2015-2016,Swansea,Sunderland,2,4,2,Alan Curtis,Sam Allardyce,1.8,3.6,5.25,1.78,3.71,5.32,1.8,3.4,4.8
13/01/2016,Premier League,2015-2016,Tottenham,Leicester,0,1,2,Mauricio Pochettino,Claudio Ranieri,1.75,3.8,5.25,1.75,3.95,5.09,1.8,3.5,4.5
16/01/2016,Premier League,2015-2016,Aston Villa,Leicester,1,1,X,Remi Garde,Claudio Ranieri,3.6,3.4,2.2,3.75,3.44,2.16,3.4,3.1,2.25
16/01/2016,Premier League,2015-2016,Bournemouth,Norwich,3,0,1,Eddie Howe,Alex Neil,1.91,3.6,4.5,1.89,3.68,4.54,1.95,3.1,4.33
16/01/2016,Premier League,2015-2016,Chelsea,Everton,3,3,X,Guus Hiddink,Roberto Martinez,1.83,3.75,4.75,1.81,3.97,4.65,1.75,3.5,4.8
16/01/2016,Premier League,2015-2016,Man City,Crystal Palace,4,0,1,Manuel Pellegrini,Alan Pardew,1.4,5.25,8.5,1.39,5.34,8.88,1.4,4.2,9
16/01/2016,Premier League,2015-2016,Newcastle,West Ham,2,1,1,Steve McClaren,Slaven Bilic,2.5,3.4,3,2.55,3.5,2.92,2.62,3.1,2.75
16/01/2016,Premier League,2015-2016,Southampton,West Brom,3,0,1,Ronald Koeman,Tony Pulis,1.73,3.75,5.5,1.71,3.73,5.95,1.75,3.25,5.5
16/01/2016,Premier League,2015-2016,Tottenham,Sunderland,4,1,1,Mauricio Pochettino,Sam Allardyce,1.36,5.25,9.5,1.35,5.48,10.2,1.4,4,10
17/01/2016,Premier League,2015-2016,Liverpool,Man United,0,1,2,Jurgen Klopp,Louis van Gaal,2.3,3.25,3.5,2.34,3.37,3.37,2.4,3.1,3.1
17/01/2016,Premier League,2015-2016,Stoke,Arsenal,0,0,X,Mark Hughes,Arsene Wenger,4.33,3.6,1.95,4.29,3.61,1.96,4.33,3.1,1.95
18/01/2016,Premier League,2015-2016,Swansea,Watford,1,0,1,Alan Curtis,Quique Sanchez Flores,2.38,3.25,3.4,2.42,3.31,3.28,2.5,3.1,2.9
23/01/2016,Premier League,2015-2016,Crystal Palace,Tottenham,1,3,2,Alan Pardew,Mauricio Pochettino,3.6,3.5,2.15,3.63,3.4,2.22,3.3,3.3,2.2
23/01/2016,Premier League,2015-2016,Leicester,Stoke,3,0,1,Claudio Ranieri,Mark Hughes,2.1,3.5,3.8,2.07,3.48,4,2.05,3.25,3.8
23/01/2016,Premier League,2015-2016,Man United,Southampton,0,1,2,Louis van Gaal,Ronald Koeman,1.91,3.5,4.75,1.91,3.45,4.84,1.91,3.2,4.5
23/01/2016,Premier League,2015-2016,Norwich,Liverpool,4,5,2,Alex Neil,Jurgen Klopp,4.33,3.5,1.95,4.35,3.5,1.98,4.33,3.25,1.91
23/01/2016,Premier League,2015-2016,Sunderland,Bournemouth,1,1,X,Sam Allardyce,Eddie Howe,3,3.4,2.5,3.06,3.34,2.54,3,3,2.5
23/01/2016,Premier League,2015-2016,Watford,Newcastle,2,1,1,Quique Sanchez Flores,Steve McClaren,2.05,3.5,4,2.07,3.54,3.93,2.1,3.2,3.75
23/01/2016,Premier League,2015-2016,West Brom,Aston Villa,0,0,X,Tony Pulis,Remi Garde,2.1,3.3,4,2.17,3.28,3.92,2.1,3,4
23/01/2016,Premier League,2015-2016,West Ham,Man City,2,2,X,Slaven Bilic,Manuel Pellegrini,5,4,1.73,5.19,4.09,1.71,5,3.6,1.73
24/01/2016,Premier League,2015-2016,Arsenal,Chelsea,0,1,2,Arsene Wenger,Guus Hiddink,2.1,3.5,3.9,2.06,3.62,3.87,2.1,3.2,3.75
24/01/2016,Premier League,2015-2016,Everton,Swansea,1,2,2,Roberto Martinez,Francesco Guidolin,1.73,3.8,5.5,1.69,3.92,5.77,1.67,3.6,5.5
02/02/2016,Premier League,2015-2016,Arsenal,Southampton,0,0,X,Arsene Wenger,Ronald Koeman,1.75,3.75,5.25,1.76,3.72,5.39,1.8,3.2,5
02/02/2016,Premier League,2015-2016,Crystal Palace,Bournemouth,1,2,2,Alan Pardew,Eddie Howe,2.45,3.3,3.2,2.48,3.25,3.23,2.5,3.1,3
02/02/2016,Premier League,2015-2016,Leicester,Liverpool,2,0,1,Claudio Ranieri,Jurgen Klopp,2.63,3.4,2.88,2.62,3.44,2.88,2.62,3.1,2.8
02/02/2016,Premier League,2015-2016,Man United,Stoke,3,0,1,Louis van Gaal,Mark Hughes,1.7,3.75,5.75,1.68,3.82,6.17,1.67,3.5,6
02/02/2016,Premier League,2015-2016,Norwich,Tottenham,0,3,2,Alex Neil,Mauricio Pochettino,4.5,3.75,1.85,4.57,3.79,1.85,4.5,3.4,1.83
02/02/2016,Premier League,2015-2016,Sunderland,Man City,0,1,2,Sam Allardyce,Manuel Pellegrini,8,4.75,1.45,7.5,4.73,1.48,7,4,1.5
02/02/2016,Premier League,2015-2016,West Brom,Swansea,1,1,X,Tony Pulis,Francesco Guidolin,2.63,3.1,3.1,2.68,3.04,3.14,2.62,3,2.9
02/02/2016,Premier League,2015-2016,West Ham,Aston Villa,2,0,1,Slaven Bilic,Remi Garde,1.91,3.5,4.75,1.89,3.57,4.69,1.91,3.2,4.33
03/02/2016,Premier League,2015-2016,Everton,Newcastle,3,0,1,Roberto Martinez,Steve McClaren,1.65,4.2,5.5,1.68,4.27,5.23,1.67,3.8,5
03/02/2016,Premier League,2015-2016,Watford,Chelsea,0,0,X,Quique Sanchez Flores,Guus Hiddink,4.33,3.5,1.95,4.32,3.43,2.01,4,3.25,2
06/02/2016,Premier League,2015-2016,Aston Villa,Norwich,2,0,1,Remi Garde,Alex Neil,2.45,3.2,3.3,2.44,3.27,3.28,2.4,3.1,3.1
06/02/2016,Premier League,2015-2016,Liverpool,Sunderland,2,2,X,Jurgen Klopp,Sam Allardyce,1.44,4.75,8.5,1.45,4.71,8.42,1.44,4.2,8
06/02/2016,Premier League,2015-2016,Man City,Leicester,1,3,2,Manuel Pellegrini,Claudio Ranieri,1.62,4.2,6,1.61,4.26,6.14,1.62,3.6,6
06/02/2016,Premier League,2015-2016,Newcastle,West Brom,1,0,1,Steve McClaren,Tony Pulis,2.15,3.4,3.8,2.22,3.33,3.71,2.2,3.3,3.3
06/02/2016,Premier League,2015-2016,Southampton,West Ham,1,0,1,Ronald Koeman,Slaven Bilic,1.73,3.8,5.5,1.77,3.74,5.33,1.75,3.5,5
06/02/2016,Premier League,2015-2016,Stoke,Everton,0,3,2,Mark Hughes,Roberto Martinez,2.7,3.4,2.8,2.66,3.36,2.88,2.62,3.1,2.8
06/02/2016,Premier League,2015-2016,Swansea,Crystal Palace,1,1,X,Francesco Guidolin,Alan Pardew,2.25,3.3,3.6,2.26,3.28,3.67,2.25,3.1,3.4
06/02/2016,Premier League,2015-2016,Tottenham,Watford,1,0,1,Mauricio Pochettino,Quique Sanchez Flores,1.5,4.33,8,1.51,4.39,7.73,1.5,4,7
07/02/2016,Premier League,2015-2016,Bournemouth,Arsenal,0,2,2,Eddie Howe,Arsene Wenger,3.8,3.5,2.1,3.84,3.58,2.08,4,3.2,2
07/02/2016,Premier League,2015-2016,Chelsea,Man United,1,1,X,Guus Hiddink,Louis van Gaal,2.15,3.3,3.9,2.1,3.37,4.04,2.1,3.1,3.8
13/02/2016,Premier League,2015-2016,Bournemouth,Stoke,1,3,2,Eddie Howe,Mark Hughes,2.05,3.4,4.1,2.07,3.44,4.06,2.05,3.1,4
13/02/2016,Premier League,2015-2016,Chelsea,Newcastle,5,1,1,Guus Hiddink,Steve McClaren,1.44,4.75,8,1.46,4.79,7.95,1.44,4.2,8
13/02/2016,Premier League,2015-2016,Crystal Palace,Watford,1,2,2,Alan Pardew,Quique Sanchez Flores,2.25,3.3,3.6,2.24,3.28,3.71,2.3,3.1,3.3
13/02/2016,Premier League,2015-2016,Everton,West Brom,0,1,2,Roberto Martinez,Tony Pulis,1.53,4.2,7.5,1.52,4.33,7.65,1.53,3.75,7
13/02/2016,Premier League,2015-2016,Norwich,West Ham,2,2,X,Alex Neil,Slaven Bilic,2.38,3.4,3.25,2.43,3.42,3.16,2.5,3.2,2.9
13/02/2016,Premier League,2015-2016,Sunderland,Man United,2,1,1,Sam Allardyce,Louis van Gaal,5.25,3.75,1.75,5.1,3.74,1.79,5,3.3,1.8
13/02/2016,Premier League,2015-2016,Swansea,Southampton,0,1,2,Francesco Guidolin,Ronald Koeman,3.2,3.25,2.5,3.24,3.26,2.47,3,3.1,2.5
14/02/2016,Premier League,2015-2016,Arsenal,Leicester,2,1,1,Arsene Wenger,Claudio Ranieri,1.75,4,5,1.71,4.16,5.08,1.75,3.8,4.5
14/02/2016,Premier League,2015-2016,Aston Villa,Liverpool,0,6,2,Remi Garde,Jurgen Klopp,4.75,3.6,1.85,4.89,3.59,1.86,4.5,3.4,1.85
14/02/2016,Premier League,2015-2016,Man City,Tottenham,1,2,2,Manuel Pellegrini,Mauricio Pochettino,2.1,3.75,3.6,2.06,3.66,3.82,2.1,3.3,3.6
27/02/2016,Premier League,2015-2016,Leicester,Norwich,1,0,1,Claudio Ranieri,Alex Neil,1.5,4.33,6,1.57,4.42,6.32,1.5,4.2,6.5
27/02/2016,Premier League,2015-2016,Southampton,Chelsea,1,2,2,Ronald Koeman,Guus Hiddink,2.8,3.25,2.5,2.9,3.37,2.65,2.75,3.2,2.62
27/02/2016,Premier League,2015-2016,Stoke,Aston Villa,2,1,1,Mark Hughes,Remi Garde,1.62,3.75,5.5,1.69,3.74,6.16,1.67,3.4,6
27/02/2016,Premier League,2015-2016,Watford,Bournemouth,0,0,X,Quique Sanchez Flores,Eddie Howe,2.38,3.25,3,2.45,3.31,3.22,2.38,3.25,3
27/02/2016,Premier League,2015-2016,West Brom,Crystal Palace,3,2,1,Tony Pulis,Alan Pardew,2.6,3.1,2.8,2.84,3.13,2.87,2.6,3,2.9
27/02/2016,Premier League,2015-2016,West Ham,Sunderland,1,0,1,Slaven Bilic,Sam Allardyce,1.8,3.5,4.5,1.85,3.75,4.7,1.83,3.6,4.2
28/02/2016,Premier League,2015-2016,Tottenham,Swansea,2,1,1,Mauricio Pochettino,Francesco Guidolin,1.4,4.2,9,1.48,4.5,8.27,1.44,4.2,7.5
28/02/2016,Premier League,2015-2016,Man United,Arsenal,3,2,1,Louis van Gaal,Arsene Wenger,3,3.25,2.38,3.32,3.32,2.39,3.3,3.2,2.25
01/03/2016,Premier League,2015-2016,Aston Villa,Everton,1,3,2,Remi Garde,Roberto Martinez,4.5,3.6,1.91,4.44,3.69,1.91,4.5,3.4,1.85
01/03/2016,Premier League,2015-2016,Bournemouth,Southampton,2,0,1,Eddie Howe,Ronald Koeman,2.9,3.25,2.7,2.91,3.3,2.68,2.88,3.1,2.62
01/03/2016,Premier League,2015-2016,Leicester,West Brom,2,2,X,Claudio Ranieri,Tony Pulis,1.73,3.8,5.5,1.73,3.84,5.5,1.7,3.5,5.5
01/03/2016,Premier League,2015-2016,Norwich,Chelsea,1,2,2,Alex Neil,Guus Hiddink,5.25,4,1.7,5.31,4.08,1.7,5.5,3.6,1.67
01/03/2016,Premier League,2015-2016,Sunderland,Crystal Palace,2,2,X,Sam Allardyce,Alan Pardew,2.5,3.3,3.1,2.48,3.36,3.13,2.5,3.1,3
02/03/2016,Premier League,2015-2016,Arsenal,Swansea,1,2,2,Arsene Wenger,Francesco Guidolin,1.36,5.25,10,1.37,5.21,10.28,1.36,4.8,8.5
02/03/2016,Premier League,2015-2016,Liverpool,Man City,3,0,1,Jurgen Klopp,Manuel Pellegrini,2.63,3.4,2.88,2.64,3.5,2.81,2.62,3.2,2.8
02/03/2016,Premier League,2015-2016,Man United,Watford,1,0,1,Louis van Gaal,Quique Sanchez Flores,1.67,3.8,6,1.66,3.92,6.21,1.67,3.4,6
02/03/2016,Premier League,2015-2016,Stoke,Newcastle,1,0,1,Mark Hughes,Steve McClaren,2,3.5,4.2,2.03,3.53,4.1,1.95,3.4,4
02/03/2016,Premier League,2015-2016,West Ham,Tottenham,1,0,1,Slaven Bilic,Mauricio Pochettino,4,3.6,2,4.03,3.64,2.01,4,3.2,2
05/03/2016,Premier League,2015-2016,Chelsea,Stoke,1,1,X,Guus Hiddink,Mark Hughes,1.5,4.5,7.5,1.52,4.44,7.28,1.53,3.75,7
05/03/2016,Premier League,2015-2016,Everton,West Ham,2,3,2,Roberto Martinez,Slaven Bilic,1.73,4,5,1.71,4.11,5.17,1.75,3.5,5
05/03/2016,Premier League,2015-2016,Man City,Aston Villa,4,0,1,Manuel Pellegrini,Remi Garde,1.22,7,15,1.22,7.08,16.27,1.22,5.5,17
05/03/2016,Premier League,2015-2016,Newcastle,Bournemouth,1,3,2,Steve McClaren,Eddie Howe,2.63,3.4,2.88,2.74,3.4,2.77,2.62,3.1,2.8
05/03/2016,Premier League,2015-2016,Southampton,Sunderland,1,1,X,Ronald Koeman,Sam Allardyce,1.6,4,6.5,1.63,4.04,6.29,1.62,3.6,6
05/03/2016,Premier League,2015-2016,Swansea,Norwich,1,0,1,Francesco Guidolin,Alex Neil,2.05,3.5,4,2.04,3.47,4.13,2.05,3.1,4
05/03/2016,Premier League,2015-2016,Tottenham,Arsenal,2,2,X,Mauricio Pochettino,Arsene Wenger,2.38,3.4,3.25,2.39,3.54,3.13,2.4,3.1,3.1
05/03/2016,Premier League,2015-2016,Watford,Leicester,0,1,2,Quique Sanchez Flores,Claudio Ranieri,3,3.4,2.55,3.01,3.33,2.58,2.8,3.1,2.62
06/03/2016,Premier League,2015-2016,Crystal Palace,Liverpool,1,2,2,Alan Pardew,Jurgen Klopp,3.8,3.5,2.1,3.71,3.5,2.15,3.75,3.1,2.15
06/03/2016,Premier League,2015-2016,West Brom,Man United,1,0,1,Tony Pulis,Louis van Gaal,4.33,3.4,2,4.24,3.42,2.03,4,3.2,2
12/03/2016,Premier League,2015-2016,Bournemouth,Swansea,3,2,1,Eddie Howe,Francesco Guidolin,1.95,3.5,4.33,1.96,3.49,4.47,2,3.2,4
12/03/2016,Premier League,2015-2016,Norwich,Man City,0,0,X,Alex Neil,Manuel Pellegrini,6,4.2,1.6,6,4.2,1.63,6,3.6,1.62
12/03/2016,Premier League,2015-2016,Stoke,Southampton,1,2,2,Mark Hughes,Ronald Koeman,2.7,3.2,2.9,2.73,3.22,2.91,2.7,3.1,2.7
13/03/2016,Premier League,2015-2016,Aston Villa,Tottenham,0,2,2,Remi Garde,Mauricio Pochettino,7.5,4.5,1.5,7.27,4.41,1.52,7,4,1.5
14/03/2016,Premier League,2015-2016,Leicester,Newcastle,1,0,1,Claudio Ranieri,Rafael Benitez,1.57,4.33,6.25,1.62,4.29,5.92,1.62,3.6,6
19/03/2016,Premier League,2015-2016,Chelsea,West Ham,2,2,X,Guus Hiddink,Slaven Bilic,1.75,3.8,5.25,1.76,3.9,5.1,1.73,3.6,5
19/03/2016,Premier League,2015-2016,Crystal Palace,Leicester,0,1,2,Alan Pardew,Claudio Ranieri,3,3.4,2.5,2.96,3.35,2.6,3,3.1,2.5
19/03/2016,Premier League,2015-2016,Everton,Arsenal,0,2,2,Roberto Martinez,Arsene Wenger,2.7,3.5,2.7,2.67,3.64,2.69,2.5,3.6,2.6
19/03/2016,Premier League,2015-2016,Swansea,Aston Villa,1,0,1,Francesco Guidolin,Remi Garde,1.67,3.8,6,1.73,3.81,5.55,1.67,3.4,6
19/03/2016,Premier League,2015-2016,Watford,Stoke,1,2,2,Quique Sanchez Flores,Mark Hughes,2.4,3.25,3.3,2.4,3.27,3.36,2.5,3,3.1
19/03/2016,Premier League,2015-2016,West Brom,Norwich,0,1,2,Tony Pulis,Alex Neil,2.25,3.3,3.6,2.31,3.24,3.6,2.25,3.2,3.3
20/03/2016,Premier League,2015-2016,Man City,Man United,0,1,2,Manuel Pellegrini,Louis van Gaal,1.83,3.75,4.75,1.86,3.75,4.61,1.85,3.4,4.5
20/03/2016,Premier League,2015-2016,Newcastle,Sunderland,1,1,X,Rafael Benitez,Sam Allardyce,2.1,3.5,3.8,2.13,3.43,3.85,2.2,3.1,3.5
20/03/2016,Premier League,2015-2016,Southampton,Liverpool,3,2,1,Ronald Koeman,Jurgen Klopp,2.63,3.4,2.88,2.71,3.29,2.88,2.75,3,2.75
20/03/2016,Premier League,2015-2016,Tottenham,Bournemouth,3,0,1,Mauricio Pochettino,Eddie Howe,1.53,4.33,7,1.56,4.41,6.57,1.57,3.75,6.5
02/04/2016,Premier League,2015-2016,Arsenal,Watford,4,0,1,Arsene Wenger,Quique Sanchez Flores,1.36,5.25,10,1.36,5.4,9.82,1.36,4.8,8.5
02/04/2016,Premier League,2015-2016,Aston Villa,Chelsea,0,4,2,Eric Black,Guus Hiddink,6.5,4.33,1.57,6.46,4.12,1.6,6.5,3.75,1.57
02/04/2016,Premier League,2015-2016,Bournemouth,Man City,0,4,2,Eddie Howe,Manuel Pellegrini,3.75,3.6,2.1,3.7,3.65,2.1,3.75,3.3,2.05
02/04/2016,Premier League,2015-2016,Liverpool,Tottenham,1,1,X,Jurgen Klopp,Mauricio Pochettino,2.5,3.4,3,2.49,3.5,3.01,2.6,3,2.9
02/04/2016,Premier League,2015-2016,Norwich,Newcastle,3,2,1,Alex Neil,Rafael Benitez,2.2,3.4,3.6,2.19,3.41,3.7,2.25,3.25,3.2
02/04/2016,Premier League,2015-2016,Stoke,Swansea,2,2,X,Mark Hughes,Francesco Guidolin,2.2,3.4,3.6,2.17,3.39,3.8,2.2,3.3,3.3
02/04/2016,Premier League,2015-2016,Sunderland,West Brom,0,0,X,Sam Allardyce,Tony Pulis,2.1,3.3,4,2.11,3.36,4,2.05,3.1,4
02/04/2016,Premier League,2015-2016,West Ham,Crystal Palace,2,2,X,Slaven Bilic,Alan Pardew,1.95,3.6,4.2,1.95,3.65,4.29,2,3.2,4
03/04/2016,Premier League,2015-2016,Leicester,Southampton,1,0,1,Claudio Ranieri,Ronald Koeman,2.25,3.4,3.5,2.27,3.35,3.56,2.3,3.2,3.2
03/04/2016,Premier League,2015-2016,Man United,Everton,1,0,1,Louis van Gaal,Roberto Martinez,2.1,3.5,3.75,2.11,3.47,3.89,2.1,3.1,3.8
09/04/2016,Premier League,2015-2016,Aston Villa,Bournemouth,1,2,2,Eric Black,Eddie Howe,3.4,3.2,2.2,3.64,3.47,2.19,3.5,3.25,2.15
09/04/2016,Premier League,2015-2016,Crystal Palace,Norwich,1,0,1,Alan Pardew,Alex Neil,2.05,3.4,3.6,2.13,3.36,3.95,2,3.4,3.8
09/04/2016,Premier League,2015-2016,Man City,West Brom,2,1,1,Manuel Pellegrini,Tony Pulis,1.33,5,9,1.35,5.42,10.72,1.33,4.8,10
09/04/2016,Premier League,2015-2016,Southampton,Newcastle,3,1,1,Ronald Koeman,Rafael Benitez,1.53,4,6,1.58,4.23,6.56,1.57,3.75,6.5
09/04/2016,Premier League,2015-2016,Swansea,Chelsea,1,0,1,Francesco Guidolin,Guus Hiddink,3.75,3.4,2,3.96,3.5,2.08,3.8,3.3,2
09/04/2016,Premier League,2015-2016,Watford,Everton,1,1,X,Quique Sanchez Flores,Roberto Martinez,3.4,3.3,2.15,3.47,3.41,2.28,3.5,3.25,2.15
